Broken_image,ID,Make,Supername,Year,Model,Status,Real,Type,Class,Perf. Class,Max Rank,Stars,Unlock,Star Value,Category,Brand,Series,Country,Reserve List,Desc. Source,Description,Broken_Image,,_1,_2,_3,_4,_5,_6,_7,_8 
FALSE,559,Mastretta,,,MXR,Standard,Real,Road,A,#REF!,,,Showroom,,Modern Sports Cars,Hot Wheels,2014 HW Race: Thrill Racers,Mexico,No,,,,,,,,,,,,
FALSE,560,Mastretta,,,MXR,Rare,Real,Road,B,#REF!,,,,,Modern Sports Cars,Hot Wheels,2017 Multipack Exclusive,Mexico,No,,,,,,,,,,,,
FALSE,3462,Matchbox,,N/A,Aero Junior,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,3457,Matchbox,,N/A,Air Lift,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,2339,Matchbox,,N/A,Airport Coach,,,,,,,,,,,Matchbox,1991 Skybuster Gift Set SAS,,,,,,,,,,,,,,
FALSE,565,Matchbox,,N/A,Ambulance,Event,Fictional,Truck,E,,,,,,,Matchbox,,Hackney,No,,,,,,,,,,,,
FALSE,3373,Matchbox,,N/A,Armored Action Truck,,,,,,,,,,,Matchbox,Jurassic World,,,,,,,,,,,,,,
FALSE,3300,Matchbox,,N/A,Armored Response Vehicle,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,1563,Matchbox,,N/A,ATV 6X6,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,1381,Matchbox,,N/A,Baja Bandit,Rare,Fictional,Offroad,D,,,,,,Offroad Buggies,Matchbox,2019 MBX To The Rescue 5-Pack,,No,Mattel,"Dust is flying, rocks are tumbling and there have been reports of hidden booby-traps on this treacherous course. OH NO! A giant pothole concealed with leaves causes you to tumble - NEVER FEAR! The Baja Bandit with its awesome all-terrain suspension and sturdy roll cage can handle the flip and get you back on track to race to the finish line!",,,,,,,,,,
FALSE,958,Matchbox,,N/A,Baja Bullet,Rare,Fictional,Race,A,,,,,,Unlimited Offroad,Matchbox,2022 MBX Rally II 5-Pack,Hackney,No,,,,,,,,,,,,
FALSE,3379,Matchbox,,N/A,Blizzard Buster,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,1863,Matchbox,,N/A,Bull Dozer,,,,,,,,,,,Matchbox,2022 MBX Construction III 5-Pack,,,,,,,,,,,,,,
FALSE,1557,Matchbox,,N/A,Camo Convoy,,,Truck,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,1564,Matchbox,,N/A,Cliff Hanger,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,1377,Matchbox,,N/A,Desert Thunder V16,Rare,Fictional,Offroad,A,,,,,,Extreme Offroad,Matchbox,2019 Service Squad 5-Pack,,No,,,,,,,,,,,,
FALSE,3374,Matchbox,,N/A,Dirtstroyer,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,837,Matchbox,,N/A,Dune Buggy,Standard,Fictional,Offroad,C,,,,Showroom,,Offroad Buggies,Matchbox,,,No,,,,,,,,,,,,
FALSE,1435,Matchbox,,N/A,Dune Buggy,Rare,Fictional,Offroad,C,,,,,,Offroad Buggies,Matchbox,2017 MBX Explorers,,No,,,,,,,,,,,,
FALSE,561,Matchbox,,N/A,Dune Dog,Standard,Fictional,Offroad,B,#REF!,,,Showroom,,,Matchbox,,Hackney,No,,,,,,,,,,,,
FALSE,562,Matchbox,,N/A,Emergency Rescue 4X4,Standard,Fictional,Offroad,C,#REF!,,,Showroom,,,Matchbox,,Hackney,No,,,,,,,,,,,,
FALSE,1398,Matchbox,,N/A,Express Delivery,Rare,Fictional,Truck,E,,,,,,Vans & Utility,Matchbox,,,No,,,,,,,,,,,,
FALSE,2344,Matchbox,,N/A,Fandango,,,,,,,,,,,Matchbox,1988 Super GT,,,,,,,,,,,,,,
FALSE,2343,Matchbox,,N/A,Fire Chief,,,,,,,,,,,Matchbox,1988 Super GT,,,,,,,,,,,,,,
FALSE,2355,Matchbox,,N/A,Fire Chief,,,,,,,,,,,Matchbox,1988 Super GT,,,,,,,,,,,,,,
FALSE,563,Matchbox,,N/A,Flame Tamer,Event,Fictional,Truck,E,,,,,,,Matchbox,,Hackney,No,,,,,,,,,,,,
FALSE,1411,Matchbox,,N/A,Four X Force,Rare,Fictional,Offroad,D,,,,,,Offroad Buggies,Matchbox,,,No,,,,,,,,,,,,
FALSE,1399,Matchbox,,N/A,Garbage King,Rare,Fictional,Truck,E,,,,,,Vans & Utility,Matchbox,,,No,,,,,,,,,,,,
FALSE,3376,Matchbox,,N/A,Hail Cat,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,3378,Matchbox,,N/A,Hail Cat,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,3448,Matchbox,,,Hazard Squad,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,3459,Matchbox,,N/A,Hovercraft,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,1485,Matchbox,,N/A,Ice Cream King,,,Truck,,,,,,,Vans & Utility,Matchbox,2019 MBX Service,,,,,,,,,,,,,,
FALSE,1486,Matchbox,,N/A,Ice Cream King,,,Truck,,,,,,,Vans & Utility,Matchbox,2020 MBX City,,,,,,,,,,,,,,
FALSE,1487,Matchbox,,N/A,Ice Cream King,,,Truck,,,,,,,Vans & Utility,Matchbox,2021 MBX Metro,,,,,,,,,,,,,,
FALSE,1488,Matchbox,,N/A,Ice Cream King,,,Truck,,,,,,,Vans & Utility,Matchbox,2022 MBX Metro,,,,,,,,,,,,,,
FALSE,1489,Matchbox,,N/A,Ice Cream King,,,Truck,,,,,,,Vans & Utility,Matchbox,2023 MBX Metro,,,,,,,,,,,,,,
FALSE,3371,Matchbox,,N/A,Jet Fuel Tanker,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,1843,Matchbox,,N/A,Jungle Crawler,,,Offroad,,,,,,,Offroad,Matchbox,2020 MBX Wild II,,,,,,,,,,,,,,
FALSE,564,Matchbox,,N/A,London Taxi,Rare,Real,Road,E,E,,,,,,Matchbox,,Hackney,No,,,,,,,,,,,,
FALSE,3422,Matchbox,,,M2 Bradley,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,3421,Matchbox,,,M4 Sherman,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,1383,Matchbox,,N/A,MBX 4X4,Rare,Fictional,Offroad,C,,,,,,Offroad Buggies,Matchbox,,,No,,,,,,,,,,,,
FALSE,1400,Matchbox,,N/A,MBX Armored Truck,Rare,Fictional,Truck,E,,,,,,Vans & Utility,Matchbox,,,No,,,,,,,,,,,,
FALSE,566,Matchbox,,N/A,MBX Coupe,Rare,Fictional,Offroad,B,#REF!,,,,,,Matchbox,,Hackney,No,,,,,,,,,,,,
FALSE,1558,Matchbox,,N/A,MBX Cycle Trailer,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,1866,Matchbox,,N/A,MBX Excavator,,,,,,,,,,,Matchbox,2022 MBX Construction III 5-Pack,,,,,,,,,,,,,,
FALSE,567,Matchbox,,N/A,MBX Field Car,Rare,Fictional,Offroad,C,#REF!,,,,,,Matchbox,,Hackney,No,,,,,,,,,,,,
FALSE,2689,Matchbox,,N/A,MBX Field Car Convertible,,,,,,,,,,Offroad Buggies,Matchbox,2025 MBX Adventure,,,,,,,,,,,,,,
FALSE,3377,Matchbox,,N/A,MBX Mini Cargo Truck,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,1391,Matchbox,,N/A,MBX Service Truck,Rare,Fictional,Truck,E,,,,,,Vans & Utility,Matchbox,2022 MBX City Drivers 5-Pack (Duplicate),,No,,,,,,,,,,,,
FALSE,3380,Matchbox,,N/A,Mission Helicopter,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,1920,Matchbox,,N/A,Mixopotamus,,,Truck,,,,,,,Other,Matchbox,2004 Hero City Heroic Rescue,,,,,,,,,,,,,,
FALSE,1419,Matchbox,,N/A,Off-Road Rider,Rare,Fictional,Offroad,A,,,,,,Offroad Buggies,Matchbox,2007 MBX Metal,,No,,,,,,,,,,,,
FALSE,1390,Matchbox,,N/A,Plow Master 6000,Rare,Fictional,Truck,E,,,,,,Vans & Utility,Matchbox,2022 MBX Off-Road,,No,,,,,,,,,,,,
FALSE,858,Matchbox,,N/A,Push 'N Puller,Rare,Fictional,Road,D,,,????,,4,Retro Saloons,Matchbox,,,No,,,,,,,,,,,,
FALSE,568,Matchbox,,N/A,Quick Sander,Rare,Fictional,Offroad,A,#REF!,,,,,Unlimited Offroad,Matchbox,,Hackney,No,,,,,,,,,,,,
FALSE,3458,Matchbox,,N/A,Radar Plane,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,3370,Matchbox,,N/A,Radar Truck,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,3381,Matchbox,,N/A,Rescue Helicopter,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,569,Matchbox,,N/A,Ridge Raider,Standard,Fictional,Offroad,A,#REF!,,,Showroom,,Unlimited Offroad,Matchbox,,Hackney,No,,,,,,,,,,,,
FALSE,3375,Matchbox,,N/A,Road Raider,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,3372,Matchbox,,N/A,Road Roller,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,1380,Matchbox,,N/A,Roar by Four,Rare,Fictional,Offroad,S,,,,,,Offroad Buggies,Matchbox,2017 MBX Explorers,,No,,,,,,,,,,,,
FALSE,2341,Matchbox,,N/A,Rocket Transporter Vehicle,,,,,,,,,,,Matchbox,1988 Mainline,,,,,,,,,,,,,,
FALSE,3412,Matchbox,,,S.W.A.T. Truck,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,570,Matchbox,,N/A,Sahara Sweeper,Rare,Fictional,Offroad,A,#REF!,,,,,Unlimited Offroad,Matchbox,,Hackney,No,,,,,,,,,,,,
FALSE,1844,Matchbox,,N/A,Sand Shredder,,,Other,,,,,,,Other,Matchbox,2020 Rocky Peaks 5-Pack,,,,,,,,,,,,,,
FALSE,1845,Matchbox,,N/A,Self-Driving Bus,,,Bus,,,,,,,Other,Matchbox,2020 MBX City,,,,,,,,,,,,,,
FALSE,1856,Matchbox,,N/A,Service Truck,,,,,,,,,,,Matchbox,2022 MBX City Drivers 5-Pack,,,,,,,,,,,,,,
FALSE,571,Matchbox,,N/A,Sonora Shredder,Rare,Fictional,Offroad,A,#REF!,,,,,Unlimited Offroad,Matchbox,,Hackney,No,,,,,,,,,,,,
FALSE,1379,Matchbox,,N/A,Spark Arrestor,Rare,Fictional,Offroad,A,,,,,,Offroad Buggies,Matchbox,2015 MBX Heroic Rescue,,No,,,,,,,,,,,,
FALSE,572,Matchbox,,N/A,Swamp Raider,Rare,Fictional,Offroad,A,#REF!,,,,,Unlimited Offroad,Matchbox,,Hackney,No,,,,,,,,,,,,
FALSE,3382,Matchbox,,N/A,Swing Wing,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,2683,Matchbox,,N/A,Tangiers Tuk Tuk,,,,,,,,,,Cult Classics,Matchbox,2024 Indiana Jones,,,,,,,,,,,,,,
FALSE,1864,Matchbox,,N/A,Tilt 'N' Tip,,,,,,,,,,,Matchbox,2022 MBX Construction III 5-Pack,,,,,,,,,,,,,,
FALSE,1378,Matchbox,,N/A,Torque Titan,Rare,Fictional,Offroad,C,,,,,,Extreme Offroad,Matchbox,2015 MBX Construction,,No,,,,,,,,,,,,
FALSE,3383,Matchbox,,N/A,Trailer Trawler,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,1949,Matchbox,,N/A,Transporter Vehicle,,,Truck,,,,,,,Military,Matchbox,2007 Battle Kings,,,,,,,,,,,,,,
TRUE,3456,Matchbox,,N/A,Travel Trailer,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,1901,Matchbox,,N/A,Truck Camper,,,,,,,,,,,Matchbox,2007 Hitch 'n Haul,,,,,,,,,,,,,,
FALSE,573,Matchbox,,N/A,Tuk-Tuk,Event,Fictional,Road,E,,,,,,,Matchbox,,Hackney,No,,,,,,,,,,,,
FALSE,2342,Matchbox,,N/A,Vantastic,,,,,,,,,,,Matchbox,1988 Super GT,,,,,,,,,,,,,,
FALSE,1442,Matchbox,,N/A,Vantom,Rare,Fictional,Offroad,B,,,,,,Unlimited Offroad,Matchbox,2018 Ice Voyagers 5-Pack,,No,,,,,,,,,,,,
FALSE,1865,Matchbox,,N/A,Water Worker,,,,,,,,,,,Matchbox,2022 MBX Construction III 5-Pack,,,,,,,,,,,,,,
FALSE,2322,Matra,,1978,Rancho,,,,,,,,,,,Matchbox,1983 Mainline,,,,,,,,,,,,,,
FALSE,2330,Matra-Simca,,1972,SM670,,,,,,,,,,,Tintoys,W.T. 501,France,,,,,,,,,,,,,
FALSE,2488,Maxus,,,V90,,,,,,,,,,Vans & Utility,Promotional,Promotional Blind Box,China,,,,,,,,,,,,,
FALSE,3584,Maybach,,,57S,,,,,,,,,,,Shadow,,,,,,,,,,,,,,,
FALSE,1280,Maybach,,2020,Mercedes GLS 600,,,Road,,,,,,,Super Saloons,PARA64,White LHD,Germany,Yes,,,,,,,,,,,,
FALSE,577,Mazda,,2019,3,Rare,Real,Road,D,#REF!,,,,,Hot Hatch,Matchbox,,Japan,No,,,,,,,,,,,,
FALSE,1938,Mazda,,2019,3,,,,,,,,,,,Matchbox,2022 MBX Highway,,,,,,,,,,,,,,
FALSE,2446,Mazda,,,323 GTR,,,,,,,,,,Retro Rally,Hot Wheels,2026 Premium Car Culture Modern Classics,,,,,,,,,,,,,,
FALSE,2813,Mazda,,,323 GTR,,,,,,,,,,Retro Hot Hatch,Hot Wheels,2024 Premium Car Culture Boulevard,,,,,,,,,,,,,,
FALSE,941,Mazda,,1990,787B,Rare,Real,Race,X,,,??????,2023 New Years,6,Endurance Legends,Hot Wheels,2023 Retro Racers,Japan,No,,,,,,,,,,,,
FALSE,3630,Mazda,,1990,787B,,,,,,,,,,Endurance Legends,Hot Wheels,,Japan,,,,,,,,,,,,,
FALSE,1035,Mazda,,1968,Cosmo Sport,Rare,Real,Road,C,,,,,,Retro Sports Cars,Hot Wheels,2023 HW J-Imports,Japan,No,,,,,,,,,,,,
FALSE,574,Mazda,,2016,CX-5,Rare,Real,Offroad,D,#REF!,,,,,Sports Utility Heroes,Matchbox,,Japan,No,,,,,,,,,,,,
FALSE,3558,Mazda,,,Familia 1500XG,,,,,,,,,,,Tomica,Tomica Reborn,,,,,,,,,,,,,,
FALSE,580,Mazda,,,Furai,Rare,Real,Race,S,#REF!,3375,?????,,5,Hypercars,Hot Wheels,,Japan,No,,,,,,,,,,,,
FALSE,2596,Mazda,,,Furai,,,,,,,,,,Modern Concepts,Hot Wheels,2012 Faster Than Ever,,,,,,,,,,,,,,
FALSE,2378,Mazda,,,MX-5 Miata,,,,,,,,,,,Motormax,Super Wheels 20 Pack,,,,,,,,,,,,,,
FALSE,578,Mazda,,1991,MX-5 Miata,Rare,Real,Road,D,#REF!,,,,,,Hot Wheels,,Japan,No,,,,,,,,,,,,
FALSE,575,Mazda,,2015,MX-5 Miata,Rare,Real,Road,D,#REF!,,,,,,Matchbox,,Japan,No,,,,,,,,,,,,
FALSE,1941,Mazda,,2015,MX-5 Miata,,,,,,,,,,,Matchbox,2023 Blue Highways 5-Pack,,,,,,,,,,,,,,
FALSE,576,Mazda,,2015,MX-5 Miata (Tuned),Rare,Real,Race,B,#REF!,,,,,Tuners & Imports,Hot Wheels,,Japan,No,,,,,,,,,,,,
FALSE,3713,Mazda,,2015,MX-5 Miata (Tuned),,,,,,,,,,Tuners & Imports,Hot Wheels,,Japan,,,,,,,,,,,,,
FALSE,2675,Mazda,,2023,"MX-5 Miata Legends Tour ""Chimera""",,,,,,,,,,Tuners & Imports,Hot Wheels,2025 HW Dream Garage,,,,,,,,,,,,,,
FALSE,581,Mazda,,1974,REPU,Rare,Real,Truck,D,#REF!,,,,,Rods and Customs,Hot Wheels,2017 HW Daredevils,Japan,No,,,,,,,,,,,,
FALSE,582,Mazda,,,RX-3,Rare,Real,Rally,R1,R1,,??????,,6,Tuners & Imports,Hot Wheels,,Japan,No,,,,,,,,,,,,
FALSE,1443,Mazda,,,RX-3,Special Ed.,Real,Rally,R1,,,,,,Retro Rally,Hot Wheels,2022 HW J-Imports,,No,,,,,,,,,,,,
FALSE,1124,Mazda,,1972,RX-3,,,Road,,,,,,,Tuners & Imports,Hot Wheels,Premium Fast & Furious: Fast Rewind,Japan,Yes,,,,,,,,,,,,
FALSE,583,Mazda,,,RX-7,Standard,Real,Road,C,#REF!,,,Showroom,,Tuners & Imports,Hot Wheels,,Japan,No,,,,,,,,,,,,
FALSE,584,Mazda,,,RX-7,Special Ed.,Real,Road,C,#REF!,,,,,Retro Sports Cars,Hot Wheels,2019 HW Speed Graphics,Japan,No,,,,,,,,,,,,
FALSE,3681,Mazda,,,RX-7,,,,,,,,,,Retro Sports Cars,Hot Wheels,,Japan,,,,,,,,,,,,,
FALSE,1993,Mazda,,1983,RX-7,,,,,,,,,,,Hot Wheels,2023 Japanese Car Culture Themed Multipack,,,,,,,,,,,,,,
FALSE,579,Mazda,,1995,RX-7,Rare,Real,Road,B,#REF!,,,,,,Hot Wheels,,Japan,No,,,,,,,,,,,,
FALSE,1134,Mazda,Dom's,1995,RX-7,,,Road,,,,,,,Tuners & Imports,Hot Wheels,Premium Fast & Furious: Original Fast,Japan,Yes,,,,,,,,,,,,
FALSE,1983,Mazda,,1995,RX-7,,,,,,,,,,,Hot Wheels,2022 Japanese Car Culture Themed Multipack,,,,,,,,,,,,,,
FALSE,2121,Mazda,,1995,RX-7,,,,,,,,,,,Hot Wheels,2022 HW Drift,,,,,,,,,,,,,,
FALSE,2639,Mazda,,1995,RX-7,,,,,,,,,,Retro Sports Cars,Hot Wheels,2024 HW J-Imports,,,,,,,,,,,,,,
FALSE,3689,Mazda,,1988,RX-7 Convertible,,,,,,,,,,,Matchbox,2025 Collectors,,,,,,,,,,,,,,
FALSE,2945,Mazda,,1995,RX-7 Drift,,,,,,,,,,,Hot Wheels,2024 Neon Speeders,,,,,,,,,,,,,,
FALSE,2089,Mazda,,,RX-7 FD,,,,,,,,,,,Hot Wheels,2023 Premium Fast & Furious,,,,,,,,,,,,,,
FALSE,3660,Mazda,,,RX-7 FD,,,,,,,,,,,Maisto,Excess Tuners,,,,,,,,,,,,,,
FALSE,3208,Mazda,,,RX-7 FD3S,,,,,,,,,,,Tomica,Sports Car History Collection,,,,,,,,,,,,,,
FALSE,2092,Mazda,Neela's,,RX-8,,,,,,,,,,,Hot Wheels,2024 Fast & Furious: Women of Fast,,,,,,,,,,,,,,
FALSE,1679,Mazda,,2004,RX-8,,,Road,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,3135,Mazda,,,RX-VISION GT3 CONCEPT,,,,,,,,,,,Glory Model,1/64,,,,,,,,,,,,,,
FALSE,585,Mazda,,,Savanna RX-7 FC35,Rare,Real,Road,C,#REF!,,,,,Retro Sports Cars,Hot Wheels,,Japan,No,,,,,,,,,,,,
FALSE,1637,Mazdaspeed,,2004,Mazda Miata,,,Road,,,,,,,Retro Sports Cars,Hot Wheels,,,Yes,,,,,,,,,,,,
FALSE,2725,McLaren,,,600LT,,,,,,,,,,Modern Super Cars,RMZ City,,,,,,,,,,,,,,,
FALSE,3141,McLaren,,,650S Coupe,,,,,,,,,,,Kyosho,McLaren Minicar Kuji,,,,,,,,,,,,,,
FALSE,1348,McLaren,,2016,675LT,,,Road,,,,,,,Modern Super Cars,Majorette,2019 Street Cars Yellow,UK,,,,,,,,,,,,,
FALSE,586,McLaren,,,720S,Rare,Real,Road,S,#REF!,2830,,,,Modern Super Cars,Hot Wheels,,UK,No,,,,,,,,,,,,
FALSE,587,McLaren,,,720S,Special Ed.,Real,Road,S,#REF!,2840,,,,Modern Super Cars,Hot Wheels,,UK,No,,,,,,,,,,,,
FALSE,2160,McLaren,,,720S,,,,,,,,,,,Hot Wheels,2022 Car Culture 2-Pack McLaren,,,,,,,,,,,,,,
FALSE,588,McLaren,,2019,720S Spider,Rare,Real,Road,S,#REF!,2840,,2021 Advent,,Modern Super Cars,Matchbox,,UK,No,,,,,,,,,,,,
FALSE,3038,McLaren,,,750S Spider,,,,,,,,,,,Mini GT,#812 Belize Blue,,,,,,,,,,,,,,
FALSE,831,McLaren,,,Elva,Rare,Real,Road,S,,,,,,Modern Super Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,589,McLaren,,,F1,Rare,Real,Road,S,#REF!,2750,,2021 Advent,,Retro Super Cars,Hot Wheels,,UK,No,,,,,,,,,,,,
FALSE,2487,McLaren,,2024,F1,,,,,,,,,,Apex Open-Wheel,Hot Wheels,2025 F1 5-Pack,UK,,,,,,,,,,,,,
FALSE,590,McLaren,,1995,F1 GTR,Rare,Real,Race,R3,R3,,??????,,6,Retro Touring Cars,Hot Wheels,2010 Speed Machines,UK,No,,,,,,,,,,,,
FALSE,591,McLaren,,1995,F1 GTR,Special Ed.,Real,Race,R3,,,,,,GT Racing Unlimited,Hot Wheels,2017 Then And Now,UK,No,,,,,,,,,,,,
FALSE,884,McLaren,,1995,F1 GTR,Special Ed.,Real,Race,R3,,,,2022 Pre-Advent,,GT Racing Unlimited,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,3330,McLaren,,1995,F1 GTR,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,3572,McLaren,,1997,"F1 GTR ""Longtail""",,,,,,,,,,,Kyosho,,,,,,,,,,,,,,,
FALSE,1248,McLaren,Daniel Ricciardo's,2021,MCL35M,,,Race,X,,,,,,Apex Open-Wheel,ixo Models,Italian Grand Prix 2021 Winner,UK,Yes,,,,,,,,,,,,
FALSE,3193,McLaren,Lando Norris',2024,MCL38 #4,,,,,,,,,,,Hot Wheels,2025 Formula One Collection,,,,,,,,,,,,,,
FALSE,2398,McLaren,Jenson Button's,,Mercedes MP4-26,,,,,,,,,,Apex Open-Wheel,Kyosho,Japan GP Championship Formula Cars in Suzuka 1987-2012 Vol. 5),UK,,,,,,,,,,,,,
FALSE,1787,McLaren,,,MP4-12 Presentation #10,,,,,,,,,,,Kyosho,McLaren Minicar Collection,,,,,,,,,,,,,,
FALSE,2515,McLaren,,,MP4-12C,,,,,,,,,,Modern Super Cars,Kyosho,McLaren Minicar Kuji,UK,,,,,,,,,,,,,
FALSE,2471,McLaren,,,MP4-12C GT3,,,,,,,,,,GT Racing Unlimited,Kyosho,McLaren Minicar Kuji,,,,,,,,,,,,,,
FALSE,3569,McLaren,Mika Häkkinen's,1997,MP4/12,,,,,,,,,,,Kyosho,,,,,,,,,,,,,,,
FALSE,3112,McLaren,,,NEOM Formula E Gen 3,,,,,,,,,,,Hot Wheels,2025 Track Aces,,,,,,,,,,,,,,
FALSE,592,McLaren,,,P1,Rare,Real,Road,S,#REF!,3000,,,,Hypercars,Hot Wheels,2016 HW Exotics Yellow,UK,No,,,,,,,,,,,,
FALSE,2590,McLaren,,,P1,,,,,,,,,,Hypercars,Hot Wheels,2018 HW Exotics,,,,,,,,,,,,,,
FALSE,2644,McLaren,,,P1,,,,,,,,,,Hypercars,Hot Wheels,2024 Quarter Mile Heroes,,,,,,,,,,,,,,
FALSE,1783,McLaren,,,P1,,,,,,,,,,,XinZe,6-Pack,,,,,,,,,,,,,,
FALSE,1014,McLaren,,2014,P1,Special Ed.,Real,Road,S,,,,,,Hypercars,Hot Wheels,2015 HW Workshop: HW Garage Orange,UK,No,,,,,,,,,,,,
FALSE,3697,McLaren,,,P1 GTR,,,,,,,,,,Hypercars,Cool Chic Auto,,UK,,,,,,,,,,,,,
FALSE,3698,McLaren,,,P1 GTR,,,,,,,,,,Hypercars,Cool Chic Auto,,UK,,,,,,,,,,,,,
FALSE,2397,McLaren,Mika Hakkienen's,,Peugeot MP4/9,,,,,,,,,,Apex Open-Wheel,Kyosho,McLaren Formula One Collection,UK,,,,,,,,,,,,,
FALSE,593,McLaren,,,Senna,Rare,Real,Road,S,#REF!,3370,,,,Hypercars,Hot Wheels,,UK,No,,,,,,,,,,,,
FALSE,2159,McLaren,,,Senna,,,,,,,,,,Hypercars,Hot Wheels,2022 Car Culture 2-Pack McLaren,,,,,,,,,,,,,,
FALSE,2184,McLaren,,,Senna,,,,,,,,,,Hypercars,Hot Wheels,2024 HW Motor Show 5-Pack,,,,,,,,,,,,,,
FALSE,2967,McLaren,,,Senna GTR,,,,,,,,,,,CM Model,2025 Malaysia Diecast Expo Exclusive,,,,,,,,,,,,,,
FALSE,3143,McLaren,,,Solus GT,,,,,,,,,,,CM Model,1/64,,,,,,,,,,,,,,
FALSE,1884,McLaren,,,Solus GT,,,,,,,,,,Hypercars,Hot Wheels,2024 HW Modified,,,,,,,,,,,,,,
FALSE,1910,McLaren,,,Solus GT,,,,,,,,,,Hypercars,Hot Wheels,2023 HW Exotics,,,,,,,,,,,,,,
FALSE,594,McLaren,,,Speedtail,Rare,Real,Road,S,#REF!,3380,??????,,6,Hypercars,Hot Wheels,,UK,No,,,,,,,,,,,,
FALSE,1467,McLaren,,,Speedtail,,,,,,,,,,Hypercars,Hot Wheels,2023 Multipack Exclusive,,,,,,,,,,,,,,
FALSE,2519,McLaren,,,W1,,,,,,,,,,Hypercars,Hot Wheels,2025 HW Race Day,UK,No,,,,,,,,,,,,
FALSE,1677,Mercedes-AMG,,1989,560 SEC AMG,,,,,,,,,,,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,602,Mercedes-AMG,,2019,AMG GT 65 S,Rare,Real,Road,B,#REF!,,?????,Special Event,5,Super Saloons,Matchbox,2020 MBX Highway,Germany,No,,,,,,,,,,,,
FALSE,596,Mercedes-AMG,,2016,AMG GT3,Rare,Real,Race,R3,R3,,?????,,5,GT Racing Unlimited,Hot Wheels,,Germany,No,,,,,,,,,,,,
FALSE,597,Mercedes-AMG,,2016,AMG GT3,Special Ed.,Real,Race,R3,R3,,?????,,5,GT Racing Unlimited,Hot Wheels,,Germany,No,,,,,,,,,,,,
FALSE,3348,Mercedes-AMG,,2016,AMG GT3,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,3349,Mercedes-AMG,,2016,AMG GT3,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,1220,Mercedes-AMG,,1994,C-Class DTM Touring Car,,,Race,,,,,,,Retro Touring Cars,Hot Wheels,Car Culture: Deutschland Design,Germany,Yes,,,,,,,,,,,,
FALSE,604,Mercedes-AMG,,,CLK DTM,Rare,Real,Race,A,#REF!,,,,,Extreme Track Toys,Hot Wheels,2009 Dream Garage,Germany,No,,,,,,,,,,,,
FALSE,3194,Mercedes-AMG,Lewis Hamilton's,2024,F1 W15 #44,,,,,,,,,,,Hot Wheels,2025 Formula One Collection,,,,,,,,,,,,,,
FALSE,3074,Mercedes-AMG,,,G63,,,,,,,,,,,Majorette,Mercedes-AMG G 63 Colour Edition,,,,,,,,,,,,,,
FALSE,3710,Mercedes-AMG,,2023,GLC 63 S,,,,,,,,,,,Majorette,AMG Series,,,,,,,,,,,,,,
FALSE,601,Mercedes-AMG,,2015,GT,Standard,Real,Road,B,#REF!,,,Showroom,,Modern Sports Cars,Hot Wheels,,Germany,No,,,,,,,,,,,,
FALSE,603,Mercedes-AMG,,2015,GT,Special Ed.,Real,Road,B,#REF!,,,,,,Hot Wheels,,Germany,No,,,,,,,,,,,,
